-なさる,0,0,1,名詞,一般,*,*,*,*,-なさる,-なさる,-なさる,6
-なんだ,0,0,1,名詞,一般,*,*,*,*,-なんだ,-なんだ,-なんだ,2
-なんで,0,0,1,名詞,一般,*,*,*,*,-なんで,-なんで,-なんで,2
-ぬ,0,0,1,名詞,一般,*,*,*,*,-ぬ,-ぬ,-ぬ,0
-ねん,0,0,1,名詞,一般,*,*,*,*,-ねん,-ねん,-ねん,1
-はる,0,0,1,名詞,一般,*,*,*,*,-はる,-はる,-はる,1
-ひん,0,0,1,名詞,一般,*,*,*,*,-ひん,-ひん,-ひん,1
-へなんだ,0,0,1,名詞,一般,*,*,*,*,-へなんだ,-へなんだ,-へなんだ,3
-へん,0,0,1,名詞,一般,*,*,*,*,-へん,-へん,-へん,1
-へんで,0,0,1,名詞,一般,*,*,*,*,-へんで,-へんで,-へんで,2
-べし,0,0,1,名詞,一般,*,*,*,*,-べし,-べし,-べし,1
-まい,0,0,1,名詞,一般,*,*,*,*,-まい,-まい,-まい,1
-ます,0,0,1,名詞,一般,*,*,*,*,-ます,-ます,-ます,4
-ませなんだ,0,0,1,名詞,一般,*,*,*,*,-ませなんだ,-ませなんだ,-ませなんだ,10
-やが,0,0,1,名詞,一般,*,*,*,*,-やが,-やが,-やが,1
-やすい,0,0,1,名詞,一般,*,*,*,*,易い,-やすい,-やすい,2
-やる,0,0,1,名詞,一般,*,*,*,*,-やる,-やる,-やる,1
-やん,0,0,1,名詞,一般,*,*,*,*,-やん,-やん,-やん,1
-よう,0,0,1,名詞,一般,*,*,*,*,-よう,-よう,-よう,1
-よってに,0,0,1,名詞,一般,*,*,*,*,-よってに,-よってに,-よってに,3
-ら,0,0,1,名詞,一般,*,*,*,*,等,-ら,-ら,0
-られる,0,0,1,名詞,一般,*,*,*,*,-られる,-られる,-られる,6
-られる,0,0,1,名詞,一般,*,*,*,*,-られる,-られる,-られる,0
-れる,0,0,1,名詞,一般,*,*,*,*,-れる,-れる,-れる,4
-ん,0,0,1,名詞,一般,*,*,*,*,-ん,-ん,-ん,2
-んだ,0,0,1,名詞,一般,*,*,*,*,-んだ,-んだ,-んだ,1
-んで,0,0,1,名詞,一般,*,*,*,*,-んで,-んで,-んで,1
-んとく,0,0,1,名詞,一般,*,*,*,*,-んとく,-んとく,-んとく,2
-んならん,0,0,1,名詞,一般,*,*,*,*,-んならん,-んならん,-んならん,8
-カイセイ,0,0,1,名詞,一般,*,*,*,*,回生,-カイセイ,-カイセイ,3
-タチ,0,0,1,名詞,一般,*,*,*,*,達,-タチ,-タチ,1
ああ,0,0,1,副詞,一般,*,*,*,*,ああ,ああ,ああ,1
ああ,0,0,1,名詞,一般,*,*,*,*,ああ,ああ,ああ,0
あい,0,0,1,名詞,一般,*,*,*,*,藍,あい,あい,1
あい,0,0,1,名詞,一般,*,*,*,*,愛,あい,あい,4
あい,0,0,1,名詞,一般,*,*,*,*,藍,あい,あい,2
あいくるしい,0,0,1,形容詞,自立,*,*,*,*,愛苦しい,あいくるしい,あいくるしい,5
あいこ,0,0,1,名詞,一般,*,*,*,*,愛国,あいこ,あいこ,3
あいこく,0,0,1,名詞,一般,*,*,*,*,愛国,あいこく,あいこく,3
あいこくしゃ,0,0,1,名詞,一般,*,*,*,*,愛国者,あいこくしゃ,あいこくしゃ,4
あいさ,0,0,1,名詞,一般,*,*,*,*,あいさ,あいさ,あいさ,2
あいさつする,0,0,1,名詞,一般,*,*,*,*,挨拶する,あいさつする,あいさつする,6
あいす,0,0,1,名詞,一般,*,*,*,*,愛す,あいす,あいす,2
あいする,0,0,1,名詞,一般,*,*,*,*,愛する,あいする,あいする,3
あいそう,0,0,1,名詞,一般,*,*,*,*,愛想,あいそう,あいそう,2
あいだ,0,0,1,名詞,一般,*,*,*,*,間,あいだ,あいだ,2
あいつ,0,0,1,名詞,一般,*,*,*,*,あいつ,あいつ,あいつ,6
あう,0,0,1,名詞,一般,*,*,*,*,合ふ・会ふ,あう,あう,1
あう・あわん,0,0,1,名詞,一般,*,*,*,*,合ふ・会ふ・,あう・あわん,あう・あわん,28
あう・あわん,0,0,1,名詞,一般,*,*,*,*,合ふ・会ふ,あう・あわん,あう・あわん,28
あお,0,0,1,名詞,一般,*,*,*,*,青,あお,あお,2
あお,0,0,1,名詞,一般,*,*,*,*,青,あお,あお,2
あおい,0,0,1,形容詞,自立,*,*,*,*,青い,あおい,あおい,2
あおいろ,0,0,1,名詞,一般,*,*,*,*,青色,あおいろ,あおいろ,3
あおじ,0,0,1,名詞,一般,*,*,*,*,青じ,あおじ,あおじ,2
あおじむ,0,0,1,名詞,一般,*,*,*,*,青染む,あおじむ,あおじむ,3
あおじむ・あおじまん,0,0,1,名詞,一般,*,*,*,*,青染む,あおじむ・あおじまん,あおじむ・あおじまん,9
あか,0,0,1,名詞,一般,*,*,*,*,垢,あか,あか,1
あか,0,0,1,名詞,一般,*,*,*,*,赤,あか,あか,2
あかい,0,0,1,形容詞,自立,*,*,*,*,赤い,あかい,あかい,2
あかい,0,0,1,形容詞,自立,*,*,*,*,赤い,あかい,あかい,22
あかい,0,0,1,形容詞,自立,*,*,*,*,赤い,あかい,あかい,22
あかいろ,0,0,1,名詞,一般,*,*,*,*,赤色,あかいろ,あかいろ,3
あかご,0,0,1,名詞,一般,*,*,*,*,赤子,あかご,あかご,2
あかす,0,0,1,名詞,一般,*,*,*,*,明かす,あかす,あかす,2
あかす・あかさん,0,0,1,名詞,一般,*,*,*,*,明かす,あかす・あかさん,あかす・あかさん,7
あかず・あかさん,0,0,1,名詞,一般,*,*,*,*,明かす,あかず・あかさん,あかず・あかさん,7
あかちゃん,0,0,1,名詞,一般,*,*,*,*,赤ちゃん,あかちゃん,あかちゃん,3
あかはた,0,0,1,名詞,一般,*,*,*,*,赤旗,あかはた,あかはた,3
あかへん,0,0,1,名詞,一般,*,*,*,*,あかへん,あかへん,あかへん,3
あかり,0,0,1,名詞,一般,*,*,*,*,明かり,あかり,あかり,2
あかるい,0,0,1,形容詞,自立,*,*,*,*,明るい,あかるい,あかるい,3
あかん,0,0,1,名詞,一般,*,*,*,*,あかん,あかん,あかん,2
あかシート,0,0,1,名詞,一般,*,*,*,*,赤sheet,あかシート,あかシート,4
あかペン,0,0,1,名詞,一般,*,*,*,*,赤pen,あかペン,あかペン,3
あがる,0,0,1,名詞,一般,*,*,*,*,上がる,あがる,あがる,2
あき,0,0,1,名詞,一般,*,*,*,*,安芸,あき,あき,1
あきない,0,0,1,名詞,一般,*,*,*,*,商ひ,あきない,あきない,3
あきなう,0,0,1,名詞,一般,*,*,*,*,商ふ,あきなう,あきなう,3
あきらめる,0,0,1,名詞,一般,*,*,*,*,諦める,あきらめる,あきらめる,4
あきる,0,0,1,名詞,一般,*,*,*,*,飽きる,あきる,あきる,2
あきんど,0,0,1,名詞,一般,*,*,*,*,商人,あきんど,あきんど,3
あく,0,0,1,名詞,一般,*,*,*,*,開く,あく,あく,1
あくち,0,0,1,名詞,一般,*,*,*,*,赤口,あくち,あくち,2
あけ,0,0,1,名詞,一般,*,*,*,*,明け,あけ,あけ,1
あける,0,0,1,名詞,一般,*,*,*,*,開ける,あける,あける,2
あげ,0,0,1,名詞,一般,*,*,*,*,揚げ,あげ,あげ,1
あげる,0,0,1,名詞,一般,*,*,*,*,上げる,あげる,あげる,2
あこ,0,0,1,名詞,一般,*,*,*,*,彼処,あこ,あこ,2
あご,0,0,1,名詞,一般,*,*,*,*,顎,あご,あご,1
あさ,0,0,1,名詞,一般,*,*,*,*,麻,あさ,あさ,1
あさい,0,0,1,形容詞,自立,*,*,*,*,浅い,あさい,あさい,2
あさごはん,0,0,1,名詞,一般,*,*,*,*,朝ご飯,あさごはん,あさごはん,4
あさせ,0,0,1,名詞,一般,*,*,*,*,浅瀬,あさせ,あさせ,2
あさって,0,0,1,名詞,一般,*,*,*,*,明後日,あさって,あさって,3
あざ,0,0,1,名詞,一般,*,*,*,*,痣,あざ,あざ,1
あざむく,0,0,1,名詞,一般,*,*,*,*,欺く,あざむく,あざむく,3
あし,0,0,1,名詞,一般,*,*,*,*,足・脚,あし,あし,1
あした,0,0,1,名詞,一般,*,*,*,*,明日,あした,あした,2
あしながばち,0,0,1,名詞,一般,*,*,*,*,足長蜂,あしながばち,あしながばち,5
あじ,0,0,1,名詞,一般,*,*,*,*,味,あじ,あじ,1
あじない,0,0,1,形容詞,自立,*,*,*,*,味無い,あじない,あじない,3
あす,0,0,1,名詞,一般,*,*,*,*,明日,あす,あす,1
あすか,0,0,1,名詞,一般,*,*,*,*,飛鳥,あすか,あすか,2
あずき,0,0,1,名詞,一般,*,*,*,*,小豆,あずき,あずき,2
あせ,0,0,1,名詞,一般,*,*,*,*,汗,あせ,あせ,2
あそ,0,0,1,名詞,一般,*,*,*,*,阿蘇,あそ,あそ,1
あそこ,0,0,1,名詞,一般,*,*,*,*,彼処,あそこ,あそこ,2
あそぶ,0,0,1,名詞,一般,*,*,*,*,遊ぶ,あそぶ,あそぶ,2
あたえる,0,0,1,名詞,一般,*,*,*,*,与へる,あたえる,あたえる,3
あたたかい,0,0,1,形容詞,自立,*,*,*,*,温かい,あたたかい,あたたかい,4
あたたかさ,0,0,1,名詞,一般,*,*,*,*,暖かさ,あたたかさ,あたたかさ,4
あたたかみ,0,0,1,名詞,一般,*,*,*,*,温かみ,あたたかみ,あたたかみ,4
あたためる,0,0,1,名詞,一般,*,*,*,*,温める,あたためる,あたためる,4
あたま,0,0,1,名詞,一般,*,*,*,*,頭,あたま,あたま,2
あたらしい,0,0,1,形容詞,自立,*,*,*,*,新しい,あたらしい,あたらしい,4
あたる,0,0,1,名詞,一般,*,*,*,*,当たる,あたる,あたる,2
あだ,0,0,1,名詞,一般,*,*,*,*,仇・徒,あだ,あだ,1
あちら,0,0,1,名詞,一般,*,*,*,*,彼方,あちら,あちら,2
あっち,0,0,1,名詞,一般,*,*,*,*,彼方,あっち,あっち,2
あつい,0,0,1,形容詞,自立,*,*,*,*,厚い,あつい,あつい,2
あつさ,0,0,1,名詞,一般,*,*,*,*,熱さ・暑さ,あつさ,あつさ,2
あつまる,0,0,1,名詞,一般,*,*,*,*,集まる,あつまる,あつまる,3
あつめる,0,0,1,名詞,一般,*,*,*,*,集める,あつめる,あつめる,3
あて,0,0,1,名詞,一般,*,*,*,*,充て・宛て,あて,あて,1
あてる,0,0,1,名詞,一般,*,*,*,*,当てる,あてる,あてる,2
あと,0,0,1,名詞,一般,*,*,*,*,後,あと,あと,1
あとさき,0,0,1,名詞,一般,*,*,*,*,後先,あとさき,あとさき,3
あな,0,0,1,名詞,一般,*,*,*,*,穴,あな,あな,1
あない,0,0,1,名詞,一般,*,*,*,*,あない,あない,あない,2
あなた,0,0,1,名詞,一般,*,*,*,*,貴方,あなた,あなた,2
あに,0,0,1,副詞,一般,*,*,*,*,豈,あに,あに,1
あにい,0,0,1,名詞,一般,*,*,*,*,兄,あにい,あにい,2
あにキ,0,0,1,名詞,一般,*,*,*,*,兄貴,あにキ,あにキ,2
あね,0,0,1,名詞,一般,*,*,*,*,姉,あね,あね,1
あねさん,0,0,1,名詞,一般,*,*,*,*,姉さん,あねさん,あねさん,3
あねキ,0,0,1,名詞,一般,*,*,*,*,姉貴,あねキ,あねキ,2
あの,0,0,1,名詞,一般,*,*,*,*,あの,あの,あの,1
あびせる,0,0,1,名詞,一般,*,*,*,*,浴びせる,あびせる,あびせる,3
あびる,0,0,1,名詞,一般,*,*,*,*,浴びる,あびる,あびる,2
あぶ,0,0,1,名詞,一般,*,*,*,*,虻,あぶ,あぶ,2
あぶら,0,0,1,名詞,一般,*,*,*,*,脂・油,あぶら,あぶら,2
あぶらみ,0,0,1,名詞,一般,*,*,*,*,脂身,あぶらみ,あぶらみ,3
あぶらむし,0,0,1,名詞,一般,*,*,*,*,油虫,あぶらむし,あぶらむし,4
あま,0,0,1,名詞,一般,*,*,*,*,尼,あま,あま,1
あまい,0,0,1,形容詞,自立,*,*,*,*,甘い,あまい,あまい,2
あまがさ,0,0,1,名詞,一般,*,*,*,*,雨傘,あまがさ,あまがさ,3
あまやどり,0,0,1,名詞,一般,*,*,*,*,雨宿り,あまやどり,あまやどり,4
あまり,0,0,1,副詞,一般,*,*,*,*,余り,あまり,あまり,2
あまる,0,0,1,名詞,一般,*,*,*,*,余る,あまる,あまる,2
あみ,0,0,1,名詞,一般,*,*,*,*,網,あみ,あみ,1
あむ,0,0,1,名詞,一般,*,*,*,*,編む,あむ,あむ,1
あめ,0,0,1,名詞,一般,*,*,*,*,飴,あめ,あめ,1
あめんぼ,0,0,1,名詞,一般,*,*,*,*,水黽,あめんぼ,あめんぼ,3
あも,0,0,1,名詞,一般,*,*,*,*,あも,あも,あも,1
あや,0,0,1,名詞,一般,*,*,*,*,綾・文,あや,あや,1
あやまった,0,0,1,名詞,一般,*,*,*,*,誤った,あやまった,あやまった,4
あやまる,0,0,1,名詞,一般,*,*,*,*,誤る,あやまる,あやまる,3
あゆ,0,0,1,名詞,一般,*,*,*,*,鮎,あゆ,あゆ,2
あゆむ,0,0,1,名詞,一般,*,*,*,*,歩む,あゆむ,あゆむ,2
あら,0,0,1,名詞,一般,*,*,*,*,粗,あら,あら,1
あらう,0,0,1,名詞,一般,*,*,*,*,洗う,あらう,あらう,2
あらかじめ,0,0,1,副詞,一般,*,*,*,*,予め,あらかじめ,あらかじめ,4
あらくたい,0,0,1,形容詞,自立,*,*,*,*,荒くたい,あらくたい,あらくたい,4
あらし,0,0,1,名詞,一般,*,*,*,*,嵐,あらし,あらし,2
あらす,0,0,1,名詞,一般,*,*,*,*,荒らす,あらす,あらす,2
あらそう,0,0,1,名詞,一般,*,*,*,*,争ふ,あらそう,あらそう,3
あらた,0,0,1,名詞,一般,*,*,*,*,新た,あらた,あらた,2
あらためる,0,0,1,名詞,一般,*,*,*,*,改める,あらためる,あらためる,4
あらへん,0,0,1,名詞,一般,*,*,*,*,あらへん,あらへん,あらへん,3
あらわす,0,0,1,名詞,一般,*,*,*,*,表す,あらわす,あらわす,3
あらわれる,0,0,1,名詞,一般,*,*,*,*,表れる,あらわれる,あらわれる,4
あり,0,0,1,名詞,一般,*,*,*,*,蟻,あり,あり,1
ありがたい,0,0,1,形容詞,自立,*,*,*,*,有り難い,ありがたい,ありがたい,4
ありがとう,0,0,1,名詞,一般,*,*,*,*,有り難う,ありがとう,ありがとう,4
ありジゴク,0,0,1,名詞,一般,*,*,*,*,蟻地獄,ありジゴク,ありジゴク,4
ある,0,0,1,名詞,一般,*,*,*,*,有る,ある,ある,1
あるく,0,0,1,名詞,一般,*,*,*,*,歩く,あるく,あるく,2
あれ,0,0,1,名詞,一般,*,*,*,*,荒れ,あれ,あれ,1
あわ,0,0,1,名詞,一般,*,*,*,*,泡,あわ,あわ,1
あわい,0,0,1,形容詞,自立,*,*,*,*,淡い,あわい,あわい,2
あわおこし,0,0,1,名詞,一般,*,*,*,*,粟粔籹,あわおこし,あわおこし,4
あわさる,0,0,1,名詞,一般,*,*,*,*,合はさる,あわさる,あわさる,3
あわじ,0,0,1,名詞,一般,*,*,*,*,淡路,あわじ,あわじ,2
あわじしま,0,0,1,名詞,一般,*,*,*,*,淡路島,あわじしま,あわじしま,4
あわす,0,0,1,名詞,一般,*,*,*,*,合わす,あわす,あわす,6
あわす・あわさん,0,0,1,名詞,一般,*,*,*,*,合わす,あわす・あわさん,あわす・あわさん,33
あわず・あわさん,0,0,1,名詞,一般,*,*,*,*,合わす,あわず・あわさん,あわず・あわさん,32
あわび,0,0,1,名詞,一般,*,*,*,*,鮑,あわび,あわび,2
あわれ,0,0,1,名詞,一般,*,*,*,*,哀れ,あわれ,あわれ,2
あん,0,0,1,名詞,一般,*,*,*,*,あん,あん,あん,1
あんさん,0,0,1,名詞,一般,*,*,*,*,兄さん,あんさん,あんさん,3
あんしん,0,0,1,名詞,一般,*,*,*,*,安全,あんしん,あんしん,3
あんしんする,0,0,1,名詞,一般,*,*,*,*,安心する,あんしんする,あんしんする,6
あんじょう,0,0,1,副詞,一般,*,*,*,*,味良う,あんじょう,あんじょう,3
あんた,0,0,1,名詞,一般,*,*,*,*,貴方,あんた,あんた,6
あんな,0,0,1,名詞,一般,*,*,*,*,あんな,あんな,あんな,2
あんな,0,0,1,名詞,一般,*,*,*,*,あんな,あんな,あんな,2
あんないする,0,0,1,名詞,一般,*,*,*,*,案内する,あんないする,あんないする,6
あんまり,0,0,1,副詞,一般,*,*,*,*,あんまり,あんまり,あんまり,3
い,0,0,1,名詞,一般,*,*,*,*,井,い,い,4
いい,0,0,1,名詞,一般,*,*,*,*,飯,いい,いい,1
いう,0,0,1,名詞,一般,*,*,*,*,言ふ,いう,いう,1
いえ,0,0,1,名詞,一般,*,*,*,*,言え,いえ,いえ,1
いお,0,0,1,名詞,一般,*,*,*,*,庵,いお,いお,1
いか,0,0,1,名詞,一般,*,*,*,*,烏賊,いか,いか,1
いかが,0,0,1,名詞,一般,*,*,*,*,如何,いかが,いかが,2
いかがわしい,0,0,1,形容詞,自立,*,*,*,*,如何わしい,いかがわしい,いかがわしい,5
いかす,0,0,1,名詞,一般,*,*,*,*,生かす,いかす,いかす,2
いかなる,0,0,1,名詞,一般,*,*,*,*,如何なる,いかなる,いかなる,3
いかに,0,0,1,副詞,一般,*,*,*,*,如何に,いかに,いかに,2
いかるが,0,0,1,名詞,一般,*,*,*,*,斑鳩,いかるが,いかるが,3
いかん,0,0,1,名詞,一般,*,*,*,*,いかん,いかん,いかん,2
いが,0,0,1,名詞,一般,*,*,*,*,伊賀,いが,いが,1
いがい,0,0,1,名詞,一般,*,*,*,*,貽貝,いがい,いがい,2
いき,0,0,1,名詞,一般,*,*,*,*,壱岐,いき,いき,1
いきもの,0,0,1,名詞,一般,*,*,*,*,生き物,いきもの,いきもの,3
いきる,0,0,1,名詞,一般,*,*,*,*,生きる,いきる,いきる,2
いきガイ,0,0,1,名詞,一般,*,*,*,*,生き甲斐,いきガイ,いきガイ,3
いく,0,0,1,名詞,一般,*,*,*,*,行く,いく,いく,1
いくつ,0,0,1,名詞,一般,*,*,*,*,幾つ,いくつ,いくつ,6
いくつか,0,0,1,名詞,一般,*,*,*,*,幾つか,いくつか,いくつか,3
いくら,0,0,1,副詞,一般,*,*,*,*,幾ら,いくら,いくら,6
いけ,0,0,1,名詞,一般,*,*,*,*,池,いけ,いけ,1
いけず,0,0,1,名詞,一般,*,*,*,*,いけず,いけず,いけず,2
いけずいし,0,0,1,名詞,一般,*,*,*,*,いけず石,いけずいし,いけずいし,4
いけだ,0,0,1,名詞,一般,*,*,*,*,池田,いけだ,いけだ,2
いさかう,0,0,1,名詞,一般,*,*,*,*,諍ふ,いさかう,いさかう,3
いさがわ,0,0,1,名詞,一般,*,*,*,*,率川,いさがわ,いさがわ,3
いざ,0,0,1,感動詞,*,*,*,*,*,誘,いざ,いざ,1
いし,0,0,1,名詞,一般,*,*,*,*,石,いし,いし,1
いしずえ,0,0,1,名詞,一般,*,*,*,*,礎,いしずえ,いしずえ,3
いしのみ,0,0,1,名詞,一般,*,*,*,*,石蚤,いしのみ,いしのみ,3
いしゃ,0,0,1,名詞,一般,*,*,*,*,医者,いしゃ,いしゃ,1
いじめる,0,0,1,名詞,一般,*,*,*,*,虐める,いじめる,いじめる,3
いじわる,0,0,1,名詞,一般,*,*,*,*,意地悪,いじわる,いじわる,3
いす,0,0,1,名詞,一般,*,*,*,*,椅子,いす,いす,1
いず,0,0,1,名詞,一般,*,*,*,*,伊豆,いず,いず,2
いずこ,0,0,1,名詞,一般,*,*,*,*,何処,いずこ,いずこ,2
いずみ,0,0,1,名詞,一般,*,*,*,*,泉・和泉,いずみ,いずみ,2
いずれ,0,0,1,名詞,一般,*,*,*,*,何れ,いずれ,いずれ,2
いせ,0,0,1,名詞,一般,*,*,*,*,伊勢,いせ,いせ,1
いそ,0,0,1,名詞,一般,*,*,*,*,磯,いそ,いそ,1
いそがしい,0,0,1,形容詞,自立,*,*,*,*,忙しい,いそがしい,いそがしい,4
いそがみ,0,0,1,名詞,一般,*,*,*,*,石上,いそがみ,いそがみ,3
いそぐ,0,0,1,名詞,一般,*,*,*,*,急ぐ,いそぐ,いそぐ,2
いた,0,0,1,名詞,一般,*,*,*,*,板,いた,いた,1
いただきます,0,0,1,名詞,一般,*,*,*,*,頂きます,いただきます,いただきます,5
いただく,0,0,1,名詞,一般,*,*,*,*,頂く,いただく,いただく,3
いたる,0,0,1,名詞,一般,*,*,*,*,至る,いたる,いたる,2
いち,0,0,1,名詞,一般,*,*,*,*,市,いち,いち,1
いちにち,0,0,1,名詞,一般,*,*,*,*,一日,いちにち,いちにち,3
いちば,0,0,1,名詞,一般,*,*,*,*,市場,いちば,いちば,2
いちばん,0,0,1,名詞,一般,*,*,*,*,一番,いちばん,いちばん,9
いちびり,0,0,1,名詞,一般,*,*,*,*,いちびり,いちびり,いちびり,3
いちびる,0,0,1,名詞,一般,*,*,*,*,いちびる,いちびる,いちびる,3
いっしょ,0,0,1,名詞,一般,*,*,*,*,一緒,いっしょ,いっしょ,2
いつ,0,0,1,名詞,一般,*,*,*,*,五,いつ,いつ,1
いつか,0,0,1,名詞,一般,*,*,*,*,五日,いつか,いつか,2
いつたり,0,0,1,名詞,一般,*,*,*,*,五人,いつたり,いつたり,8
いつつ,0,0,1,名詞,一般,*,*,*,*,五つ,いつつ,いつつ,6
いつわり,0,0,1,名詞,一般,*,*,*,*,偽り,いつわり,いつわり,3
いつわる,0,0,1,名詞,一般,*,*,*,*,偽る,いつわる,いつわる,3
いてまう,0,0,1,名詞,一般,*,*,*,*,いてまう,いてまう,いてまう,3
いと,0,0,1,副詞,一般,*,*,*,*,いと,いと,いと,1
いとコン,0,0,1,名詞,一般,*,*,*,*,糸蒟,いとコン,いとコン,3
いとコンニャク,0,0,1,名詞,一般,*,*,*,*,糸蒟蒻,いとコンニャク,いとコンニャク,5
いど,0,0,1,名詞,一般,*,*,*,*,井戸,いど,いど,2
いどがえ,0,0,1,名詞,一般,*,*,*,*,井戸替え,いどがえ,いどがえ,3
いなか,0,0,1,名詞,一般,*,*,*,*,田舎,いなか,いなか,2
いなご,0,0,1,名詞,一般,*,*,*,*,蝗,いなご,いなご,2
いぬ,0,0,1,名詞,一般,*,*,*,*,往ぬ,いぬ,いぬ,1
いのく,0,0,1,名詞,一般,*,*,*,*,いのく,いのく,いのく,2
いのしし,0,0,1,名詞,一般,*,*,*,*,猪,いのしし,いのしし,3
いのち,0,0,1,名詞,一般,*,*,*,*,命,いのち,いのち,2
いぼ,0,0,1,名詞,一般,*,*,*,*,疣,いぼ,いぼ,1
いま,0,0,1,名詞,一般,*,*,*,*,居間,いま,いま,1
いまい,0,0,1,名詞,一般,*,*,*,*,今い,いまい,いまい,2
いまだ,0,0,1,副詞,一般,*,*,*,*,未だ,いまだ,いまだ,2
いまでがわ,0,0,1,名詞,一般,*,*,*,*,今出川,いまでがわ,いまでがわ,4
いみ,0,0,1,名詞,一般,*,*,*,*,意味,いみ,いみ,1
いも,0,0,1,名詞,一般,*,*,*,*,芋,いも,いも,1
いもうと,0,0,1,名詞,一般,*,*,*,*,妹,いもうと,いもうと,3
いもり,0,0,1,名詞,一般,*,*,*,*,井守,いもり,いもり,2
いや,0,0,1,名詞,一般,*,*,*,*,嫌,いや,いや,1
いやしい,0,0,1,形容詞,自立,*,*,*,*,卑しい,いやしい,いやしい,3
いよ,0,0,1,名詞,一般,*,*,*,*,伊予,いよ,いよ,2
いらう,0,0,1,名詞,一般,*,*,*,*,いらう,いらう,いらう,2
いらち,0,0,1,名詞,一般,*,*,*,*,いらち,いらち,いらち,2
いらっしゃる,0,0,1,名詞,一般,*,*,*,*,いらっしゃる,いらっしゃる,いらっしゃる,4
いりぐち,0,0,1,名詞,一般,*,*,*,*,入り口,いりぐち,いりぐち,3
いる,0,0,1,名詞,一般,*,*,*,*,いる,いる,いる,1
いれもの,0,0,1,名詞,一般,*,*,*,*,入れ物,いれもの,いれもの,3
いれる,0,0,1,名詞,一般,*,*,*,*,入れる,いれる,いれる,2
いろ,0,0,1,名詞,一般,*,*,*,*,色,いろ,いろ,1
いろいろ,0,0,1,名詞,一般,*,*,*,*,色々,いろいろ,いろいろ,9
いろどり,0,0,1,名詞,一般,*,*,*,*,彩り,いろどり,いろどり,3
いろどる,0,0,1,名詞,一般,*,*,*,*,彩る,いろどる,いろどる,3
いわ,0,0,1,名詞,一般,*,*,*,*,岩,いわ,いわ,1
いわい,0,0,1,名詞,一般,*,*,*,*,祝い,いわい,いわい,2
いわお,0,0,1,名詞,一般,*,*,*,*,巌,いわお,いわお,2
いわおこし,0,0,1,名詞,一般,*,*,*,*,岩粔籹,いわおこし,いわおこし,4
いわく,0,0,1,名詞,一般,*,*,*,*,曰く,いわく,いわく,2
